voter,order,country,title,artist,language,officialpoints,event,score_cat,score
scott,26,Italy,"""Non mi avete fatto niente""",Ermal Meta & Fabrizio Moro,Italian,308,final,staging,7
anton,1,Ukraine,"""Under the Ladder""",Mélovin,English,130,final,song,5
anton,2,Spain,"""Tu canción""",Amaia & Alfred,Spanish,61,final,song,5
anton,3,Slovenia,"""Hvala, ne!""",Lea Sirk,Slovene,64,final,song,7
anton,4,Lithuania,"""When We're Old""",Ieva Zasimauskaitė,English,181,final,song,3
anton,5,Austria,"""Nobody but You""",Cesár Sampson,English,342,final,song,6
anton,6,Estonia,"""La forza""",Elina Nechayeva,Italian,245,final,song,4
anton,7,Norway,"""That's How You Write a Song""",Alexander Rybak,English,144,final,song,6
anton,8,Portugal,"""O jardim""",Cláudia Pascoal,Portuguese,39,final,song,4
anton,9,United Kingdom,"""Storm""",SuRie,English,48,final,song,5
anton,10,Serbia,"""Nova deca"" (Нова деца)",Sanja Ilić & Balkanika,Serbian,113,final,song,4
anton,11,Germany,"""You Let Me Walk Alone""",Michael Schulte,English,340,final,song,6
anton,12,Albania,"""Mall""",Eugent Bushpepa,Albanian,184,final,song,7
anton,13,France,"""Mercy""",Madame Monsieur,French,173,final,song,3
anton,14,Czech Republic,"""Lie to Me""",Mikolas Josef,English,281,final,song,7
anton,15,Denmark,"""Higher Ground""",Rasmussen,English,226,final,song,3
anton,16,Australia,"""We Got Love""",Jessica Mauboy,English,99,final,song,6
anton,17,Finland,"""Monsters""",Saara Aalto,English,46,final,song,5
anton,18,Bulgaria,"""Bones""",Equinox,English,166,final,song,7
anton,19,Moldova,"""My Lucky Day""",DoReDoS,English,209,final,song,5
anton,20,Sweden,"""Dance You Off""",Benjamin Ingrosso,English,274,final,song,8
anton,21,Hungary,"""Viszlát nyár""",AWS,Hungarian,93,final,song,7
anton,22,Israel,"""Toy""",Netta,English,529,final,song,3
anton,23,Netherlands,"""Outlaw in 'Em""",Waylon,English,121,final,song,7
anton,24,Ireland,"""Together""",Ryan O'Shaughnessy,English,136,final,song,6
anton,25,Cyprus,"""Fuego""",Eleni Foureira,English,436,final,song,5
anton,26,Italy,"""Non mi avete fatto niente""",Ermal Meta & Fabrizio Moro,Italian,308,final,song,7
anton,1,Ukraine,"""Under the Ladder""",Mélovin,English,130,final,performance,6
anton,2,Spain,"""Tu canción""",Amaia & Alfred,Spanish,61,final,performance,2
anton,3,Slovenia,"""Hvala, ne!""",Lea Sirk,Slovene,64,final,performance,8
anton,4,Lithuania,"""When We're Old""",Ieva Zasimauskaitė,English,181,final,performance,1
anton,5,Austria,"""Nobody but You""",Cesár Sampson,English,342,final,performance,7
anton,6,Estonia,"""La forza""",Elina Nechayeva,Italian,245,final,performance,6
anton,7,Norway,"""That's How You Write a Song""",Alexander Rybak,English,144,final,performance,7
anton,8,Portugal,"""O jardim""",Cláudia Pascoal,Portuguese,39,final,performance,8
anton,9,United Kingdom,"""Storm""",SuRie,English,48,final,performance,8
anton,10,Serbia,"""Nova deca"" (Нова деца)",Sanja Ilić & Balkanika,Serbian,113,final,performance,3
anton,11,Germany,"""You Let Me Walk Alone""",Michael Schulte,English,340,final,performance,6
anton,12,Albania,"""Mall""",Eugent Bushpepa,Albanian,184,final,performance,9
anton,13,France,"""Mercy""",Madame Monsieur,French,173,final,performance,3
anton,14,Czech Republic,"""Lie to Me""",Mikolas Josef,English,281,final,performance,8
anton,15,Denmark,"""Higher Ground""",Rasmussen,English,226,final,performance,2
anton,16,Australia,"""We Got Love""",Jessica Mauboy,English,99,final,performance,10
anton,17,Finland,"""Monsters""",Saara Aalto,English,46,final,performance,8
anton,18,Bulgaria,"""Bones""",Equinox,English,166,final,performance,8
anton,19,Moldova,"""My Lucky Day""",DoReDoS,English,209,final,performance,8
anton,20,Sweden,"""Dance You Off""",Benjamin Ingrosso,English,274,final,performance,6
anton,21,Hungary,"""Viszlát nyár""",AWS,Hungarian,93,final,performance,7
anton,22,Israel,"""Toy""",Netta,English,529,final,performance,7
anton,23,Netherlands,"""Outlaw in 'Em""",Waylon,English,121,final,performance,8
anton,24,Ireland,"""Together""",Ryan O'Shaughnessy,English,136,final,performance,7
anton,25,Cyprus,"""Fuego""",Eleni Foureira,English,436,final,performance,6
anton,26,Italy,"""Non mi avete fatto niente""",Ermal Meta & Fabrizio Moro,Italian,308,final,performance,8
anton,1,Ukraine,"""Under the Ladder""",Mélovin,English,130,final,staging,5
anton,2,Spain,"""Tu canción""",Amaia & Alfred,Spanish,61,final,staging,2
anton,3,Slovenia,"""Hvala, ne!""",Lea Sirk,Slovene,64,final,staging,7
anton,4,Lithuania,"""When We're Old""",Ieva Zasimauskaitė,English,181,final,staging,2
anton,5,Austria,"""Nobody but You""",Cesár Sampson,English,342,final,staging,4
anton,6,Estonia,"""La forza""",Elina Nechayeva,Italian,245,final,staging,5
anton,7,Norway,"""That's How You Write a Song""",Alexander Rybak,English,144,final,staging,5
anton,8,Portugal,"""O jardim""",Cláudia Pascoal,Portuguese,39,final,staging,5
anton,9,United Kingdom,"""Storm""",SuRie,English,48,final,staging,6
anton,10,Serbia,"""Nova deca"" (Нова деца)",Sanja Ilić & Balkanika,Serbian,113,final,staging,3
anton,11,Germany,"""You Let Me Walk Alone""",Michael Schulte,English,340,final,staging,4
anton,12,Albania,"""Mall""",Eugent Bushpepa,Albanian,184,final,staging,6
anton,13,France,"""Mercy""",Madame Monsieur,French,173,final,staging,2
anton,14,Czech Republic,"""Lie to Me""",Mikolas Josef,English,281,final,staging,8
anton,15,Denmark,"""Higher Ground""",Rasmussen,English,226,final,staging,3
anton,16,Australia,"""We Got Love""",Jessica Mauboy,English,99,final,staging,5
anton,17,Finland,"""Monsters""",Saara Aalto,English,46,final,staging,9
anton,18,Bulgaria,"""Bones""",Equinox,English,166,final,staging,7
anton,19,Moldova,"""My Lucky Day""",DoReDoS,English,209,final,staging,10
anton,20,Sweden,"""Dance You Off""",Benjamin Ingrosso,English,274,final,staging,8
anton,21,Hungary,"""Viszlát nyár""",AWS,Hungarian,93,final,staging,7
anton,22,Israel,"""Toy""",Netta,English,529,final,staging,8
anton,23,Netherlands,"""Outlaw in 'Em""",Waylon,English,121,final,staging,8
anton,24,Ireland,"""Together""",Ryan O'Shaughnessy,English,136,final,staging,6
anton,25,Cyprus,"""Fuego""",Eleni Foureira,English,436,final,staging,5
anton,26,Italy,"""Non mi avete fatto niente""",Ermal Meta & Fabrizio Moro,Italian,308,final,staging,8
kennet,1,Ukraine,"""Under the Ladder""",Mélovin,English,130,final,song,4
kennet,2,Spain,"""Tu canción""",Amaia & Alfred,Spanish,61,final,song,5
kennet,3,Slovenia,"""Hvala, ne!""",Lea Sirk,Slovene,64,final,song,6
kennet,4,Lithuania,"""When We're Old""",Ieva Zasimauskaitė,English,181,final,song,5
kennet,5,Austria,"""Nobody but You""",Cesár Sampson,English,342,final,song,6
kennet,6,Estonia,"""La forza""",Elina Nechayeva,Italian,245,final,song,5
kennet,7,Norway,"""That's How You Write a Song""",Alexander Rybak,English,144,final,song,4
kennet,8,Portugal,"""O jardim""",Cláudia Pascoal,Portuguese,39,final,song,7
kennet,9,United Kingdom,"""Storm""",SuRie,English,48,final,song,4
kennet,10,Serbia,"""Nova deca"" (Нова деца)",Sanja Ilić & Balkanika,Serbian,113,final,song,5
kennet,11,Germany,"""You Let Me Walk Alone""",Michael Schulte,English,340,final,song,8
kennet,12,Albania,"""Mall""",Eugent Bushpepa,Albanian,184,final,song,3
kennet,13,France,"""Mercy""",Madame Monsieur,French,173,final,song,4
kennet,14,Czech Republic,"""Lie to Me""",Mikolas Josef,English,281,final,song,8
kennet,15,Denmark,"""Higher Ground""",Rasmussen,English,226,final,song,3
kennet,16,Australia,"""We Got Love""",Jessica Mauboy,English,99,final,song,4
kennet,17,Finland,"""Monsters""",Saara Aalto,English,46,final,song,4
kennet,18,Bulgaria,"""Bones""",Equinox,English,166,final,song,5
kennet,19,Moldova,"""My Lucky Day""",DoReDoS,English,209,final,song,7
kennet,20,Sweden,"""Dance You Off""",Benjamin Ingrosso,English,274,final,song,4
kennet,21,Hungary,"""Viszlát nyár""",AWS,Hungarian,93,final,song,7
kennet,22,Israel,"""Toy""",Netta,English,529,final,song,6
kennet,23,Netherlands,"""Outlaw in 'Em""",Waylon,English,121,final,song,5
kennet,24,Ireland,"""Together""",Ryan O'Shaughnessy,English,136,final,song,6
kennet,25,Cyprus,"""Fuego""",Eleni Foureira,English,436,final,song,6
kennet,26,Italy,"""Non mi avete fatto niente""",Ermal Meta & Fabrizio Moro,Italian,308,final,song,8
kennet,1,Ukraine,"""Under the Ladder""",Mélovin,English,130,final,performance,3
kennet,2,Spain,"""Tu canción""",Amaia & Alfred,Spanish,61,final,performance,2
kennet,3,Slovenia,"""Hvala, ne!""",Lea Sirk,Slovene,64,final,performance,4
kennet,4,Lithuania,"""When We're Old""",Ieva Zasimauskaitė,English,181,final,performance,4
kennet,5,Austria,"""Nobody but You""",Cesár Sampson,English,342,final,performance,5
kennet,6,Estonia,"""La forza""",Elina Nechayeva,Italian,245,final,performance,4
kennet,7,Norway,"""That's How You Write a Song""",Alexander Rybak,English,144,final,performance,2
kennet,8,Portugal,"""O jardim""",Cláudia Pascoal,Portuguese,39,final,performance,5
kennet,9,United Kingdom,"""Storm""",SuRie,English,48,final,performance,6
kennet,10,Serbia,"""Nova deca"" (Нова деца)",Sanja Ilić & Balkanika,Serbian,113,final,performance,4
kennet,11,Germany,"""You Let Me Walk Alone""",Michael Schulte,English,340,final,performance,5
kennet,12,Albania,"""Mall""",Eugent Bushpepa,Albanian,184,final,performance,2
kennet,13,France,"""Mercy""",Madame Monsieur,French,173,final,performance,3
kennet,14,Czech Republic,"""Lie to Me""",Mikolas Josef,English,281,final,performance,7
kennet,15,Denmark,"""Higher Ground""",Rasmussen,English,226,final,performance,2
kennet,16,Australia,"""We Got Love""",Jessica Mauboy,English,99,final,performance,4
kennet,17,Finland,"""Monsters""",Saara Aalto,English,46,final,performance,2
kennet,18,Bulgaria,"""Bones""",Equinox,English,166,final,performance,2
kennet,19,Moldova,"""My Lucky Day""",DoReDoS,English,209,final,performance,6
kennet,20,Sweden,"""Dance You Off""",Benjamin Ingrosso,English,274,final,performance,4
kennet,21,Hungary,"""Viszlát nyár""",AWS,Hungarian,93,final,performance,4
kennet,22,Israel,"""Toy""",Netta,English,529,final,performance,5
kennet,23,Netherlands,"""Outlaw in 'Em""",Waylon,English,121,final,performance,3
kennet,24,Ireland,"""Together""",Ryan O'Shaughnessy,English,136,final,performance,4
kennet,25,Cyprus,"""Fuego""",Eleni Foureira,English,436,final,performance,5
kennet,26,Italy,"""Non mi avete fatto niente""",Ermal Meta & Fabrizio Moro,Italian,308,final,performance,5
kennet,1,Ukraine,"""Under the Ladder""",Mélovin,English,130,final,staging,3
kennet,2,Spain,"""Tu canción""",Amaia & Alfred,Spanish,61,final,staging,3
kennet,3,Slovenia,"""Hvala, ne!""",Lea Sirk,Slovene,64,final,staging,5
kennet,4,Lithuania,"""When We're Old""",Ieva Zasimauskaitė,English,181,final,staging,3
kennet,5,Austria,"""Nobody but You""",Cesár Sampson,English,342,final,staging,4
kennet,6,Estonia,"""La forza""",Elina Nechayeva,Italian,245,final,staging,6
kennet,7,Norway,"""That's How You Write a Song""",Alexander Rybak,English,144,final,staging,3
kennet,8,Portugal,"""O jardim""",Cláudia Pascoal,Portuguese,39,final,staging,4
kennet,9,United Kingdom,"""Storm""",SuRie,English,48,final,staging,3
kennet,10,Serbia,"""Nova deca"" (Нова деца)",Sanja Ilić & Balkanika,Serbian,113,final,staging,4
kennet,11,Germany,"""You Let Me Walk Alone""",Michael Schulte,English,340,final,staging,7
kennet,12,Albania,"""Mall""",Eugent Bushpepa,Albanian,184,final,staging,3
kennet,13,France,"""Mercy""",Madame Monsieur,French,173,final,staging,2
kennet,14,Czech Republic,"""Lie to Me""",Mikolas Josef,English,281,final,staging,3
kennet,15,Denmark,"""Higher Ground""",Rasmussen,English,226,final,staging,2
kennet,16,Australia,"""We Got Love""",Jessica Mauboy,English,99,final,staging,3
kennet,17,Finland,"""Monsters""",Saara Aalto,English,46,final,staging,2
kennet,18,Bulgaria,"""Bones""",Equinox,English,166,final,staging,3
kennet,19,Moldova,"""My Lucky Day""",DoReDoS,English,209,final,staging,8
kennet,20,Sweden,"""Dance You Off""",Benjamin Ingrosso,English,274,final,staging,5
kennet,21,Hungary,"""Viszlát nyár""",AWS,Hungarian,93,final,staging,3
kennet,22,Israel,"""Toy""",Netta,English,529,final,staging,5
kennet,23,Netherlands,"""Outlaw in 'Em""",Waylon,English,121,final,staging,3
kennet,24,Ireland,"""Together""",Ryan O'Shaughnessy,English,136,final,staging,5
kennet,25,Cyprus,"""Fuego""",Eleni Foureira,English,436,final,staging,5
kennet,26,Italy,"""Non mi avete fatto niente""",Ermal Meta & Fabrizio Moro,Italian,308,final,staging,7
eva,1,Ukraine,"""Under the Ladder""",Mélovin,English,130,final,song,3
eva,2,Spain,"""Tu canción""",Amaia & Alfred,Spanish,61,final,song,5
eva,3,Slovenia,"""Hvala, ne!""",Lea Sirk,Slovene,64,final,song,7
eva,4,Lithuania,"""When We're Old""",Ieva Zasimauskaitė,English,181,final,song,5
eva,5,Austria,"""Nobody but You""",Cesár Sampson,English,342,final,song,8
eva,6,Estonia,"""La forza""",Elina Nechayeva,Italian,245,final,song,6
eva,7,Norway,"""That's How You Write a Song""",Alexander Rybak,English,144,final,song,5
eva,8,Portugal,"""O jardim""",Cláudia Pascoal,Portuguese,39,final,song,4
eva,9,United Kingdom,"""Storm""",SuRie,English,48,final,song,6
eva,10,Serbia,"""Nova deca"" (Нова деца)",Sanja Ilić & Balkanika,Serbian,113,final,song,3
eva,11,Germany,"""You Let Me Walk Alone""",Michael Schulte,English,340,final,song,7
eva,12,Albania,"""Mall""",Eugent Bushpepa,Albanian,184,final,song,3
eva,13,France,"""Mercy""",Madame Monsieur,French,173,final,song,5
eva,14,Czech Republic,"""Lie to Me""",Mikolas Josef,English,281,final,song,9
eva,15,Denmark,"""Higher Ground""",Rasmussen,English,226,final,song,4
eva,16,Australia,"""We Got Love""",Jessica Mauboy,English,99,final,song,6
eva,17,Finland,"""Monsters""",Saara Aalto,English,46,final,song,5
eva,18,Bulgaria,"""Bones""",Equinox,English,166,final,song,8
eva,19,Moldova,"""My Lucky Day""",DoReDoS,English,209,final,song,5
eva,20,Sweden,"""Dance You Off""",Benjamin Ingrosso,English,274,final,song,8
eva,21,Hungary,"""Viszlát nyár""",AWS,Hungarian,93,final,song,4
eva,22,Israel,"""Toy""",Netta,English,529,final,song,9
eva,23,Netherlands,"""Outlaw in 'Em""",Waylon,English,121,final,song,3
eva,24,Ireland,"""Together""",Ryan O'Shaughnessy,English,136,final,song,7
eva,25,Cyprus,"""Fuego""",Eleni Foureira,English,436,final,song,6
eva,26,Italy,"""Non mi avete fatto niente""",Ermal Meta & Fabrizio Moro,Italian,308,final,song,4
eva,1,Ukraine,"""Under the Ladder""",Mélovin,English,130,final,performance,6
eva,2,Spain,"""Tu canción""",Amaia & Alfred,Spanish,61,final,performance,6
eva,3,Slovenia,"""Hvala, ne!""",Lea Sirk,Slovene,64,final,performance,8
eva,4,Lithuania,"""When We're Old""",Ieva Zasimauskaitė,English,181,final,performance,6
eva,5,Austria,"""Nobody but You""",Cesár Sampson,English,342,final,performance,8
eva,6,Estonia,"""La forza""",Elina Nechayeva,Italian,245,final,performance,8
eva,7,Norway,"""That's How You Write a Song""",Alexander Rybak,English,144,final,performance,5
eva,8,Portugal,"""O jardim""",Cláudia Pascoal,Portuguese,39,final,performance,4
eva,9,United Kingdom,"""Storm""",SuRie,English,48,final,performance,7
eva,10,Serbia,"""Nova deca"" (Нова деца)",Sanja Ilić & Balkanika,Serbian,113,final,performance,3
eva,11,Germany,"""You Let Me Walk Alone""",Michael Schulte,English,340,final,performance,6
eva,12,Albania,"""Mall""",Eugent Bushpepa,Albanian,184,final,performance,3
eva,13,France,"""Mercy""",Madame Monsieur,French,173,final,performance,4
eva,14,Czech Republic,"""Lie to Me""",Mikolas Josef,English,281,final,performance,7
eva,15,Denmark,"""Higher Ground""",Rasmussen,English,226,final,performance,3
eva,16,Australia,"""We Got Love""",Jessica Mauboy,English,99,final,performance,5
eva,17,Finland,"""Monsters""",Saara Aalto,English,46,final,performance,4
eva,18,Bulgaria,"""Bones""",Equinox,English,166,final,performance,8
eva,19,Moldova,"""My Lucky Day""",DoReDoS,English,209,final,performance,6
eva,20,Sweden,"""Dance You Off""",Benjamin Ingrosso,English,274,final,performance,8
eva,21,Hungary,"""Viszlát nyár""",AWS,Hungarian,93,final,performance,8
eva,22,Israel,"""Toy""",Netta,English,529,final,performance,10
eva,23,Netherlands,"""Outlaw in 'Em""",Waylon,English,121,final,performance,2
eva,24,Ireland,"""Together""",Ryan O'Shaughnessy,English,136,final,performance,7
eva,25,Cyprus,"""Fuego""",Eleni Foureira,English,436,final,performance,5
eva,26,Italy,"""Non mi avete fatto niente""",Ermal Meta & Fabrizio Moro,Italian,308,final,performance,5
eva,1,Ukraine,"""Under the Ladder""",Mélovin,English,130,final,staging,5
eva,2,Spain,"""Tu canción""",Amaia & Alfred,Spanish,61,final,staging,6
eva,3,Slovenia,"""Hvala, ne!""",Lea Sirk,Slovene,64,final,staging,5
eva,4,Lithuania,"""When We're Old""",Ieva Zasimauskaitė,English,181,final,staging,6
eva,5,Austria,"""Nobody but You""",Cesár Sampson,English,342,final,staging,5
eva,6,Estonia,"""La forza""",Elina Nechayeva,Italian,245,final,staging,5
eva,7,Norway,"""That's How You Write a Song""",Alexander Rybak,English,144,final,staging,6
eva,8,Portugal,"""O jardim""",Cláudia Pascoal,Portuguese,39,final,staging,3
eva,9,United Kingdom,"""Storm""",SuRie,English,48,final,staging,6
eva,10,Serbia,"""Nova deca"" (Нова деца)",Sanja Ilić & Balkanika,Serbian,113,final,staging,3
eva,11,Germany,"""You Let Me Walk Alone""",Michael Schulte,English,340,final,staging,7
eva,12,Albania,"""Mall""",Eugent Bushpepa,Albanian,184,final,staging,3
eva,13,France,"""Mercy""",Madame Monsieur,French,173,final,staging,4
eva,14,Czech Republic,"""Lie to Me""",Mikolas Josef,English,281,final,staging,9
eva,15,Denmark,"""Higher Ground""",Rasmussen,English,226,final,staging,4
eva,16,Australia,"""We Got Love""",Jessica Mauboy,English,99,final,staging,5
eva,17,Finland,"""Monsters""",Saara Aalto,English,46,final,staging,5
eva,18,Bulgaria,"""Bones""",Equinox,English,166,final,staging,8
eva,19,Moldova,"""My Lucky Day""",DoReDoS,English,209,final,staging,6
eva,20,Sweden,"""Dance You Off""",Benjamin Ingrosso,English,274,final,staging,7
eva,21,Hungary,"""Viszlát nyár""",AWS,Hungarian,93,final,staging,6
eva,22,Israel,"""Toy""",Netta,English,529,final,staging,10
eva,23,Netherlands,"""Outlaw in 'Em""",Waylon,English,121,final,staging,3
eva,24,Ireland,"""Together""",Ryan O'Shaughnessy,English,136,final,staging,7
eva,25,Cyprus,"""Fuego""",Eleni Foureira,English,436,final,staging,5
eva,26,Italy,"""Non mi avete fatto niente""",Ermal Meta & Fabrizio Moro,Italian,308,final,staging,4
josefin,1,Ukraine,"""Under the Ladder""",Mélovin,English,130,final,song,3
josefin,2,Spain,"""Tu canción""",Amaia & Alfred,Spanish,61,final,song,6
josefin,3,Slovenia,"""Hvala, ne!""",Lea Sirk,Slovene,64,final,song,3
josefin,4,Lithuania,"""When We're Old""",Ieva Zasimauskaitė,English,181,final,song,6
josefin,5,Austria,"""Nobody but You""",Cesár Sampson,English,342,final,song,8
josefin,6,Estonia,"""La forza""",Elina Nechayeva,Italian,245,final,song,6
josefin,7,Norway,"""That's How You Write a Song""",Alexander Rybak,English,144,final,song,3
josefin,8,Portugal,"""O jardim""",Cláudia Pascoal,Portuguese,39,final,song,7
josefin,9,United Kingdom,"""Storm""",SuRie,English,48,final,song,7
josefin,10,Serbia,"""Nova deca"" (Нова деца)",Sanja Ilić & Balkanika,Serbian,113,final,song,3
josefin,11,Germany,"""You Let Me Walk Alone""",Michael Schulte,English,340,final,song,8
josefin,12,Albania,"""Mall""",Eugent Bushpepa,Albanian,184,final,song,3
josefin,13,France,"""Mercy""",Madame Monsieur,French,173,final,song,7
josefin,14,Czech Republic,"""Lie to Me""",Mikolas Josef,English,281,final,song,2
josefin,15,Denmark,"""Higher Ground""",Rasmussen,English,226,final,song,3
josefin,16,Australia,"""We Got Love""",Jessica Mauboy,English,99,final,song,6
josefin,17,Finland,"""Monsters""",Saara Aalto,English,46,final,song,7
josefin,18,Bulgaria,"""Bones""",Equinox,English,166,final,song,8
josefin,19,Moldova,"""My Lucky Day""",DoReDoS,English,209,final,song,2
josefin,20,Sweden,"""Dance You Off""",Benjamin Ingrosso,English,274,final,song,3
josefin,21,Hungary,"""Viszlát nyár""",AWS,Hungarian,93,final,song,5
josefin,22,Israel,"""Toy""",Netta,English,529,final,song,2
josefin,23,Netherlands,"""Outlaw in 'Em""",Waylon,English,121,final,song,4
josefin,24,Ireland,"""Together""",Ryan O'Shaughnessy,English,136,final,song,6
josefin,25,Cyprus,"""Fuego""",Eleni Foureira,English,436,final,song,4
josefin,26,Italy,"""Non mi avete fatto niente""",Ermal Meta & Fabrizio Moro,Italian,308,final,song,3
josefin,1,Ukraine,"""Under the Ladder""",Mélovin,English,130,final,performance,6
josefin,2,Spain,"""Tu canción""",Amaia & Alfred,Spanish,61,final,performance,7
josefin,3,Slovenia,"""Hvala, ne!""",Lea Sirk,Slovene,64,final,performance,4
josefin,4,Lithuania,"""When We're Old""",Ieva Zasimauskaitė,English,181,final,performance,7
josefin,5,Austria,"""Nobody but You""",Cesár Sampson,English,342,final,performance,7
josefin,6,Estonia,"""La forza""",Elina Nechayeva,Italian,245,final,performance,7
josefin,7,Norway,"""That's How You Write a Song""",Alexander Rybak,English,144,final,performance,4
josefin,8,Portugal,"""O jardim""",Cláudia Pascoal,Portuguese,39,final,performance,6
josefin,9,United Kingdom,"""Storm""",SuRie,English,48,final,performance,6
josefin,10,Serbia,"""Nova deca"" (Нова деца)",Sanja Ilić & Balkanika,Serbian,113,final,performance,3
josefin,11,Germany,"""You Let Me Walk Alone""",Michael Schulte,English,340,final,performance,7
josefin,12,Albania,"""Mall""",Eugent Bushpepa,Albanian,184,final,performance,3
josefin,13,France,"""Mercy""",Madame Monsieur,French,173,final,performance,6
josefin,14,Czech Republic,"""Lie to Me""",Mikolas Josef,English,281,final,performance,9
